order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-120327,1,6,Desk Speakers Pair,audio,5,89.00,445.00,pending,2026-08-24T17:57:50+00:00
ORD-120328,9,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,refunded,2026-08-24T04:31:56+00:00
ORD-120329,7,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,cancelled,2026-08-24T14:41:15+00:00
ORD-120330,2,5,Over-ear Headphones,audio,5,199.95,999.75,refunded,2026-08-24T08:54:56+00:00
ORD-120331,8,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,pending,2026-08-24T23:17:40+00:00
ORD-120332,7,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,pending,2026-08-24T23:37:50+00:00
ORD-120333,8,5,Over-ear Headphones,audio,3,199.95,599.85,pending,2026-08-24T03:27:57+00:00
ORD-120334,4,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-08-24T01:29:18+00:00
ORD-120335,1,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,refunded,2026-08-24T01:09:01+00:00
ORD-120336,7,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,cancelled,2026-08-24T14:11:45+00:00
ORD-120337,9,5,Over-ear Headphones,audio,2,199.95,399.90,cancelled,2026-08-24T16:40:49+00:00
ORD-120338,3,3,27in 1440p Monitor,displays,5,319.99,1599.95,pending,2026-08-24T03:16:21+00:00
ORD-120339,9,5,Over-ear Headphones,audio,4,199.95,799.80,refunded,2026-08-24T01:35:35+00:00
ORD-120340,10,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,refunded,2026-08-24T10:24:12+00:00
ORD-120341,3,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,cancelled,2026-08-24T14:15:39+00:00
ORD-120342,6,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,pending,2026-08-24T01:11:06+00:00
ORD-120343,3,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-08-24T02:38:14+00:00
ORD-120344,1,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,completed,2026-08-24T08:36:21+00:00
ORD-120345,4,8,Ergonomic Chair,furniture,1,612.75,612.75,pending,2026-08-24T08:09:49+00:00
ORD-120346,8,6,Desk Speakers Pair,audio,5,89.00,445.00,pending,2026-08-24T21:25:12+00:00
ORD-120347,2,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-08-24T23:15:01+00:00
ORD-120348,7,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-08-24T15:28:35+00:00
ORD-120349,1,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,refunded,2026-08-24T01:16:58+00:00
ORD-120350,5,8,Ergonomic Chair,furniture,1,612.75,612.75,cancelled,2026-08-24T15:20:33+00:00
ORD-120351,1,6,Desk Speakers Pair,audio,5,89.00,445.00,refunded,2026-08-24T20:57:53+00:00
ORD-120352,2,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,refunded,2026-08-24T00:55:14+00:00
ORD-120353,3,5,Over-ear Headphones,audio,1,199.95,199.95,refunded,2026-08-24T15:35:17+00:00
ORD-120354,10,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-08-24T05:37:11+00:00
ORD-120355,8,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-08-24T09:12:35+00:00
ORD-120356,3,2,Wireless Mouse,peripherals,4,49.50,198.00,completed,2026-08-24T23:02:18+00:00
ORD-120357,6,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,refunded,2026-08-24T09:49:34+00:00
ORD-120358,8,5,Over-ear Headphones,audio,2,199.95,399.90,completed,2026-08-24T07:36:20+00:00
