order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-106967,7,5,Over-ear Headphones,audio,4,199.95,799.80,refunded,2026-08-19T16:22:18+00:00
ORD-106968,5,8,Ergonomic Chair,furniture,1,612.75,612.75,pending,2026-08-19T06:38:17+00:00
ORD-106969,8,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,cancelled,2026-08-19T01:49:53+00:00
ORD-106970,10,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,completed,2026-08-19T13:32:13+00:00
ORD-106971,7,6,Desk Speakers Pair,audio,5,89.00,445.00,completed,2026-08-19T04:40:45+00:00
ORD-106972,6,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,completed,2026-08-19T08:31:54+00:00
ORD-106973,1,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,completed,2026-08-19T18:22:30+00:00
ORD-106974,2,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,cancelled,2026-08-19T08:28:26+00:00
ORD-106975,1,7,Standing Desk 120cm,furniture,3,449.00,1347.00,refunded,2026-08-19T15:08:37+00:00
ORD-106976,1,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-08-19T22:15:11+00:00
ORD-106977,7,5,Over-ear Headphones,audio,5,199.95,999.75,cancelled,2026-08-19T09:38:31+00:00
ORD-106978,2,6,Desk Speakers Pair,audio,4,89.00,356.00,refunded,2026-08-19T11:43:24+00:00
ORD-106979,5,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-08-19T20:51:23+00:00
ORD-106980,4,6,Desk Speakers Pair,audio,1,89.00,89.00,pending,2026-08-19T03:20:24+00:00
ORD-106981,3,4,34in Ultrawide Monitor,displays,1,579.00,579.00,completed,2026-08-19T12:15:51+00:00
ORD-106982,9,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-08-19T11:51:36+00:00
ORD-106983,7,3,27in 1440p Monitor,displays,5,319.99,1599.95,pending,2026-08-19T00:20:16+00:00
ORD-106984,2,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,cancelled,2026-08-19T10:33:48+00:00
ORD-106985,3,7,Standing Desk 120cm,furniture,1,449.00,449.00,cancelled,2026-08-19T14:31:58+00:00
ORD-106986,1,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,pending,2026-08-19T03:14:37+00:00
ORD-106987,6,7,Standing Desk 120cm,furniture,4,449.00,1796.00,completed,2026-08-19T09:09:28+00:00
ORD-106988,4,6,Desk Speakers Pair,audio,5,89.00,445.00,completed,2026-08-19T12:17:16+00:00
ORD-106989,10,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,completed,2026-08-19T05:58:02+00:00
ORD-106990,7,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,cancelled,2026-08-19T16:07:49+00:00
ORD-106991,8,5,Over-ear Headphones,audio,5,199.95,999.75,completed,2026-08-19T17:37:35+00:00
ORD-106992,10,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,pending,2026-08-19T12:55:34+00:00
ORD-106993,10,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,refunded,2026-08-19T02:23:16+00:00
ORD-106994,8,7,Standing Desk 120cm,furniture,2,449.00,898.00,pending,2026-08-19T00:52:54+00:00
ORD-106995,7,2,Wireless Mouse,peripherals,4,49.50,198.00,pending,2026-08-19T06:14:25+00:00
ORD-106996,4,7,Standing Desk 120cm,furniture,2,449.00,898.00,refunded,2026-08-19T09:42:35+00:00
ORD-106997,9,2,Wireless Mouse,peripherals,2,49.50,99.00,pending,2026-08-19T00:35:14+00:00
ORD-106998,3,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,refunded,2026-08-19T16:57:57+00:00
ORD-106999,7,7,Standing Desk 120cm,furniture,1,449.00,449.00,refunded,2026-08-19T15:52:58+00:00
ORD-107000,1,6,Desk Speakers Pair,audio,2,89.00,178.00,completed,2026-08-19T16:22:37+00:00
ORD-107001,4,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-08-19T19:41:07+00:00
ORD-107002,8,7,Standing Desk 120cm,furniture,2,449.00,898.00,refunded,2026-08-19T22:17:19+00:00
ORD-107003,8,6,Desk Speakers Pair,audio,4,89.00,356.00,refunded,2026-08-19T05:16:15+00:00
ORD-107004,9,6,Desk Speakers Pair,audio,5,89.00,445.00,refunded,2026-08-19T02:46:58+00:00
ORD-107005,9,3,27in 1440p Monitor,displays,2,319.99,639.98,cancelled,2026-08-19T01:40:22+00:00
ORD-107006,6,2,Wireless Mouse,peripherals,3,49.50,148.50,refunded,2026-08-19T23:52:58+00:00
ORD-107007,4,6,Desk Speakers Pair,audio,1,89.00,89.00,refunded,2026-08-19T05:47:32+00:00
ORD-107008,2,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,pending,2026-08-19T13:02:42+00:00
ORD-107009,5,6,Desk Speakers Pair,audio,1,89.00,89.00,pending,2026-08-19T04:26:25+00:00
ORD-107010,9,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,refunded,2026-08-19T01:15:37+00:00
ORD-107011,2,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,completed,2026-08-19T11:10:20+00:00
ORD-107012,4,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-08-19T14:06:07+00:00
ORD-107013,5,2,Wireless Mouse,peripherals,5,49.50,247.50,refunded,2026-08-19T07:40:44+00:00
ORD-107014,1,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-08-19T03:49:03+00:00
ORD-107015,5,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,refunded,2026-08-19T01:31:41+00:00
ORD-107016,3,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,refunded,2026-08-19T08:04:44+00:00
ORD-107017,8,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,cancelled,2026-08-19T19:52:46+00:00
ORD-107018,5,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,cancelled,2026-08-19T00:08:40+00:00
ORD-107019,3,8,Ergonomic Chair,furniture,4,612.75,2451.00,completed,2026-08-19T01:15:34+00:00
ORD-107020,1,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,refunded,2026-08-19T00:26:57+00:00
ORD-107021,3,5,Over-ear Headphones,audio,3,199.95,599.85,completed,2026-08-19T17:21:03+00:00
ORD-107022,8,3,27in 1440p Monitor,displays,2,319.99,639.98,pending,2026-08-19T19:48:05+00:00
ORD-107023,1,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,pending,2026-08-19T10:20:09+00:00
ORD-107024,1,3,27in 1440p Monitor,displays,5,319.99,1599.95,refunded,2026-08-19T02:46:14+00:00
ORD-107025,4,6,Desk Speakers Pair,audio,2,89.00,178.00,refunded,2026-08-19T07:20:30+00:00
ORD-107026,3,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,pending,2026-08-19T09:38:43+00:00
ORD-107027,2,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,completed,2026-08-19T02:10:55+00:00
ORD-107028,5,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-08-19T20:25:13+00:00
ORD-107029,7,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,pending,2026-08-19T12:34:10+00:00
ORD-107030,4,3,27in 1440p Monitor,displays,2,319.99,639.98,completed,2026-08-19T08:42:21+00:00
ORD-107031,9,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,cancelled,2026-08-19T13:38:02+00:00
ORD-107032,2,3,27in 1440p Monitor,displays,3,319.99,959.97,refunded,2026-08-19T09:39:23+00:00
ORD-107033,3,8,Ergonomic Chair,furniture,1,612.75,612.75,pending,2026-08-19T18:28:27+00:00
ORD-107034,4,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,refunded,2026-08-19T14:52:58+00:00
ORD-107035,6,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,cancelled,2026-08-19T00:11:19+00:00
ORD-107036,9,7,Standing Desk 120cm,furniture,5,449.00,2245.00,refunded,2026-08-19T18:18:57+00:00
ORD-107037,2,5,Over-ear Headphones,audio,2,199.95,399.90,completed,2026-08-19T17:19:04+00:00
ORD-107038,8,3,27in 1440p Monitor,displays,4,319.99,1279.96,completed,2026-08-19T01:48:25+00:00
ORD-107039,8,2,Wireless Mouse,peripherals,2,49.50,99.00,cancelled,2026-08-19T13:52:54+00:00
ORD-107040,9,6,Desk Speakers Pair,audio,2,89.00,178.00,pending,2026-08-19T10:58:05+00:00
ORD-107041,8,5,Over-ear Headphones,audio,4,199.95,799.80,cancelled,2026-08-19T18:00:00+00:00
ORD-107042,4,5,Over-ear Headphones,audio,3,199.95,599.85,pending,2026-08-19T05:48:43+00:00
ORD-107043,4,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,pending,2026-08-19T00:19:54+00:00
ORD-107044,5,8,Ergonomic Chair,furniture,4,612.75,2451.00,completed,2026-08-19T07:25:49+00:00
ORD-107045,2,7,Standing Desk 120cm,furniture,3,449.00,1347.00,completed,2026-08-19T01:01:41+00:00
ORD-107046,3,5,Over-ear Headphones,audio,5,199.95,999.75,completed,2026-08-19T20:03:56+00:00
ORD-107047,3,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,refunded,2026-08-19T21:53:19+00:00
ORD-107048,8,3,27in 1440p Monitor,displays,1,319.99,319.99,pending,2026-08-19T09:06:25+00:00
ORD-107049,3,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-08-19T04:43:13+00:00
ORD-107050,4,6,Desk Speakers Pair,audio,2,89.00,178.00,pending,2026-08-19T08:27:27+00:00
ORD-107051,6,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-08-19T01:59:58+00:00
ORD-107052,1,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,refunded,2026-08-19T11:38:42+00:00
ORD-107053,10,8,Ergonomic Chair,furniture,5,612.75,3063.75,cancelled,2026-08-19T05:29:02+00:00
ORD-107054,9,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-08-19T17:26:04+00:00
ORD-107055,7,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,refunded,2026-08-19T08:34:51+00:00
ORD-107056,4,2,Wireless Mouse,peripherals,3,49.50,148.50,pending,2026-08-19T22:54:33+00:00
ORD-107057,10,8,Ergonomic Chair,furniture,3,612.75,1838.25,refunded,2026-08-19T05:45:07+00:00
ORD-107058,2,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,cancelled,2026-08-19T23:39:06+00:00
ORD-107059,5,6,Desk Speakers Pair,audio,4,89.00,356.00,cancelled,2026-08-19T06:34:44+00:00
ORD-107060,6,7,Standing Desk 120cm,furniture,4,449.00,1796.00,completed,2026-08-19T21:43:41+00:00
ORD-107061,4,2,Wireless Mouse,peripherals,3,49.50,148.50,refunded,2026-08-19T11:38:17+00:00
ORD-107062,6,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-08-19T02:07:24+00:00
ORD-107063,9,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,completed,2026-08-19T21:20:09+00:00
ORD-107064,2,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,cancelled,2026-08-19T18:30:06+00:00
