order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-083591,2,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-08-09T13:29:47+00:00
ORD-083592,5,5,Over-ear Headphones,audio,1,199.95,199.95,pending,2026-08-09T12:51:38+00:00
ORD-083593,10,6,Desk Speakers Pair,audio,5,89.00,445.00,refunded,2026-08-09T18:26:39+00:00
ORD-083594,9,2,Wireless Mouse,peripherals,1,49.50,49.50,refunded,2026-08-09T17:56:19+00:00
ORD-083595,8,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-08-09T05:15:08+00:00
ORD-083596,8,4,34in Ultrawide Monitor,displays,1,579.00,579.00,cancelled,2026-08-09T11:19:00+00:00
ORD-083597,10,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,pending,2026-08-09T00:20:36+00:00
ORD-083598,2,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,refunded,2026-08-09T10:45:19+00:00
ORD-083599,7,3,27in 1440p Monitor,displays,5,319.99,1599.95,refunded,2026-08-09T14:28:29+00:00
ORD-083600,1,5,Over-ear Headphones,audio,5,199.95,999.75,refunded,2026-08-09T15:58:30+00:00
ORD-083601,7,3,27in 1440p Monitor,displays,3,319.99,959.97,completed,2026-08-09T23:38:17+00:00
ORD-083602,3,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-08-09T21:17:19+00:00
ORD-083603,6,2,Wireless Mouse,peripherals,4,49.50,198.00,refunded,2026-08-09T08:10:13+00:00
ORD-083604,1,8,Ergonomic Chair,furniture,4,612.75,2451.00,pending,2026-08-09T17:07:43+00:00
ORD-083605,9,7,Standing Desk 120cm,furniture,2,449.00,898.00,pending,2026-08-09T02:32:55+00:00
ORD-083606,8,8,Ergonomic Chair,furniture,2,612.75,1225.50,refunded,2026-08-09T00:51:57+00:00
ORD-083607,4,4,34in Ultrawide Monitor,displays,1,579.00,579.00,refunded,2026-08-09T15:56:17+00:00
ORD-083608,9,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-08-09T17:17:28+00:00
ORD-083609,9,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,pending,2026-08-09T17:22:40+00:00
ORD-083610,5,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,pending,2026-08-09T20:32:27+00:00
ORD-083611,4,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-08-09T16:58:32+00:00
ORD-083612,8,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,cancelled,2026-08-09T06:35:36+00:00
ORD-083613,3,3,27in 1440p Monitor,displays,5,319.99,1599.95,refunded,2026-08-09T03:23:15+00:00
ORD-083614,3,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,pending,2026-08-09T12:38:32+00:00
ORD-083615,1,4,34in Ultrawide Monitor,displays,1,579.00,579.00,refunded,2026-08-09T06:20:29+00:00
