order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-122484,3,8,Ergonomic Chair,furniture,5,612.75,3063.75,completed,2026-08-25T23:37:32+00:00
ORD-122485,7,6,Desk Speakers Pair,audio,5,89.00,445.00,cancelled,2026-08-25T06:02:48+00:00
ORD-122486,9,3,27in 1440p Monitor,displays,2,319.99,639.98,refunded,2026-08-25T22:44:27+00:00
ORD-122487,5,2,Wireless Mouse,peripherals,3,49.50,148.50,refunded,2026-08-25T18:15:33+00:00
ORD-122488,6,3,27in 1440p Monitor,displays,4,319.99,1279.96,refunded,2026-08-25T11:49:59+00:00
ORD-122489,10,4,34in Ultrawide Monitor,displays,1,579.00,579.00,completed,2026-08-25T16:21:53+00:00
ORD-122490,5,3,27in 1440p Monitor,displays,2,319.99,639.98,completed,2026-08-25T12:42:17+00:00
ORD-122491,2,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-08-25T17:18:39+00:00
ORD-122492,10,2,Wireless Mouse,peripherals,1,49.50,49.50,pending,2026-08-25T08:49:09+00:00
ORD-122493,1,1,Mechanical Keyboard 75%,peripherals,2,129.00,258.00,completed,2026-08-25T23:53:04+00:00
ORD-122494,6,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,pending,2026-08-25T11:26:23+00:00
ORD-122495,3,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,cancelled,2026-08-25T13:09:20+00:00
ORD-122496,10,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,refunded,2026-08-25T06:55:38+00:00
ORD-122497,3,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,completed,2026-08-25T17:33:05+00:00
ORD-122498,2,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,refunded,2026-08-25T19:15:23+00:00
ORD-122499,7,3,27in 1440p Monitor,displays,3,319.99,959.97,completed,2026-08-25T22:47:56+00:00
ORD-122500,7,7,Standing Desk 120cm,furniture,1,449.00,449.00,refunded,2026-08-25T07:22:34+00:00
