order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-034157,9,5,Over-ear Headphones,audio,1,199.95,199.95,refunded,2026-07-18T11:10:14+00:00
ORD-034158,4,2,Wireless Mouse,peripherals,5,49.50,247.50,cancelled,2026-07-18T21:10:47+00:00
ORD-034159,9,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,cancelled,2026-07-18T02:58:54+00:00
ORD-034160,3,6,Desk Speakers Pair,audio,2,89.00,178.00,pending,2026-07-18T13:27:30+00:00
ORD-034161,8,7,Standing Desk 120cm,furniture,1,449.00,449.00,pending,2026-07-18T12:54:58+00:00
ORD-034162,9,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-18T02:23:10+00:00
ORD-034163,5,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,refunded,2026-07-18T00:37:03+00:00
ORD-034164,9,7,Standing Desk 120cm,furniture,2,449.00,898.00,cancelled,2026-07-18T13:10:43+00:00
ORD-034165,9,3,27in 1440p Monitor,displays,4,319.99,1279.96,refunded,2026-07-18T02:58:27+00:00
ORD-034166,5,8,Ergonomic Chair,furniture,3,612.75,1838.25,refunded,2026-07-18T04:52:35+00:00
ORD-034167,8,8,Ergonomic Chair,furniture,3,612.75,1838.25,cancelled,2026-07-18T14:54:32+00:00
ORD-034168,10,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,refunded,2026-07-18T11:18:27+00:00
ORD-034169,5,6,Desk Speakers Pair,audio,5,89.00,445.00,refunded,2026-07-18T13:49:10+00:00
ORD-034170,1,6,Desk Speakers Pair,audio,5,89.00,445.00,pending,2026-07-18T00:52:28+00:00
ORD-034171,7,7,Standing Desk 120cm,furniture,3,449.00,1347.00,cancelled,2026-07-18T21:44:36+00:00
ORD-034172,1,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,completed,2026-07-18T03:04:15+00:00
ORD-034173,3,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-07-18T18:59:20+00:00
ORD-034174,7,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,pending,2026-07-18T03:44:51+00:00
ORD-034175,7,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,completed,2026-07-18T04:54:34+00:00
ORD-034176,1,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,cancelled,2026-07-18T17:26:50+00:00
ORD-034177,10,7,Standing Desk 120cm,furniture,4,449.00,1796.00,cancelled,2026-07-18T02:45:58+00:00
ORD-034178,2,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,completed,2026-07-18T19:04:04+00:00
ORD-034179,9,6,Desk Speakers Pair,audio,3,89.00,267.00,cancelled,2026-07-18T04:59:58+00:00
ORD-034180,7,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-07-18T00:07:20+00:00
ORD-034181,1,7,Standing Desk 120cm,furniture,3,449.00,1347.00,cancelled,2026-07-18T22:15:36+00:00
ORD-034182,7,7,Standing Desk 120cm,furniture,4,449.00,1796.00,cancelled,2026-07-18T03:23:08+00:00
ORD-034183,5,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,pending,2026-07-18T03:03:16+00:00
ORD-034184,2,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,completed,2026-07-18T14:36:08+00:00
ORD-034185,2,5,Over-ear Headphones,audio,4,199.95,799.80,refunded,2026-07-18T10:18:59+00:00
ORD-034186,6,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,pending,2026-07-18T23:29:29+00:00
ORD-034187,6,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,cancelled,2026-07-18T01:19:21+00:00
ORD-034188,3,5,Over-ear Headphones,audio,3,199.95,599.85,completed,2026-07-18T16:47:04+00:00
ORD-034189,1,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,pending,2026-07-18T02:59:20+00:00
ORD-034190,6,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,pending,2026-07-18T17:09:06+00:00
ORD-034191,4,7,Standing Desk 120cm,furniture,3,449.00,1347.00,completed,2026-07-18T05:52:23+00:00
ORD-034192,4,7,Standing Desk 120cm,furniture,3,449.00,1347.00,cancelled,2026-07-18T09:55:28+00:00
ORD-034193,2,2,Wireless Mouse,peripherals,1,49.50,49.50,refunded,2026-07-18T02:31:32+00:00
ORD-034194,8,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,refunded,2026-07-18T19:43:56+00:00
ORD-034195,4,2,Wireless Mouse,peripherals,2,49.50,99.00,refunded,2026-07-18T10:40:49+00:00
ORD-034196,7,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,refunded,2026-07-18T13:55:39+00:00
ORD-034197,1,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,refunded,2026-07-18T22:31:22+00:00
ORD-034198,10,7,Standing Desk 120cm,furniture,4,449.00,1796.00,pending,2026-07-18T21:28:00+00:00
ORD-034199,4,2,Wireless Mouse,peripherals,4,49.50,198.00,cancelled,2026-07-18T03:45:16+00:00
ORD-034200,9,5,Over-ear Headphones,audio,3,199.95,599.85,completed,2026-07-18T01:20:29+00:00
ORD-034201,6,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,cancelled,2026-07-18T14:37:04+00:00
ORD-034202,7,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-07-18T10:38:17+00:00
ORD-034203,3,5,Over-ear Headphones,audio,4,199.95,799.80,pending,2026-07-18T07:23:53+00:00
ORD-034204,3,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,pending,2026-07-18T16:25:45+00:00
ORD-034205,9,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-07-18T13:29:59+00:00
ORD-034206,3,3,27in 1440p Monitor,displays,1,319.99,319.99,refunded,2026-07-18T18:43:43+00:00
ORD-034207,6,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,refunded,2026-07-18T17:07:49+00:00
ORD-034208,2,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,completed,2026-07-18T20:49:52+00:00
ORD-034209,5,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,pending,2026-07-18T22:14:44+00:00
ORD-034210,9,3,27in 1440p Monitor,displays,3,319.99,959.97,cancelled,2026-07-18T10:27:13+00:00
ORD-034211,3,4,34in Ultrawide Monitor,displays,1,579.00,579.00,cancelled,2026-07-18T03:52:45+00:00
ORD-034212,1,7,Standing Desk 120cm,furniture,1,449.00,449.00,completed,2026-07-18T01:28:22+00:00
ORD-034213,2,8,Ergonomic Chair,furniture,2,612.75,1225.50,refunded,2026-07-18T02:15:47+00:00
ORD-034214,10,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,refunded,2026-07-18T17:01:30+00:00
ORD-034215,7,3,27in 1440p Monitor,displays,2,319.99,639.98,cancelled,2026-07-18T17:38:58+00:00
ORD-034216,2,9,USB-C Hub 8-in-1,accessories,3,39.99,119.97,completed,2026-07-18T06:39:26+00:00
ORD-034217,5,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,refunded,2026-07-18T05:54:26+00:00
ORD-034218,4,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,cancelled,2026-07-18T14:24:35+00:00
ORD-034219,7,10,Laptop Stand Aluminium,accessories,3,27.50,82.50,refunded,2026-07-18T20:57:13+00:00
ORD-034220,10,7,Standing Desk 120cm,furniture,1,449.00,449.00,pending,2026-07-18T18:23:28+00:00
ORD-034221,4,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,refunded,2026-07-18T14:54:36+00:00
ORD-034222,6,8,Ergonomic Chair,furniture,5,612.75,3063.75,pending,2026-07-18T14:00:33+00:00
ORD-034223,3,8,Ergonomic Chair,furniture,3,612.75,1838.25,refunded,2026-07-18T09:52:59+00:00
ORD-034224,4,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,cancelled,2026-07-18T15:12:53+00:00
ORD-034225,9,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,pending,2026-07-18T22:10:55+00:00
ORD-034226,6,7,Standing Desk 120cm,furniture,1,449.00,449.00,refunded,2026-07-18T06:38:56+00:00
ORD-034227,7,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,refunded,2026-07-18T10:12:15+00:00
ORD-034228,9,3,27in 1440p Monitor,displays,5,319.99,1599.95,cancelled,2026-07-18T05:53:26+00:00
ORD-034229,5,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,refunded,2026-07-18T10:25:48+00:00
ORD-034230,6,8,Ergonomic Chair,furniture,1,612.75,612.75,refunded,2026-07-18T03:42:59+00:00
ORD-034231,10,5,Over-ear Headphones,audio,1,199.95,199.95,cancelled,2026-07-18T17:20:56+00:00
ORD-034232,7,1,Mechanical Keyboard 75%,peripherals,5,129.00,645.00,completed,2026-07-18T13:43:43+00:00
ORD-034233,3,2,Wireless Mouse,peripherals,1,49.50,49.50,completed,2026-07-18T23:31:07+00:00
ORD-034234,2,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,completed,2026-07-18T01:26:51+00:00
ORD-034235,8,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,pending,2026-07-18T10:18:20+00:00
ORD-034236,9,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,cancelled,2026-07-18T05:32:24+00:00
ORD-034237,4,6,Desk Speakers Pair,audio,2,89.00,178.00,refunded,2026-07-18T09:46:15+00:00
ORD-034238,7,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-07-18T14:58:14+00:00
ORD-034239,8,6,Desk Speakers Pair,audio,1,89.00,89.00,pending,2026-07-18T23:33:15+00:00
ORD-034240,6,3,27in 1440p Monitor,displays,4,319.99,1279.96,pending,2026-07-18T15:27:37+00:00
ORD-034241,9,2,Wireless Mouse,peripherals,4,49.50,198.00,completed,2026-07-18T02:27:04+00:00
ORD-034242,10,7,Standing Desk 120cm,furniture,1,449.00,449.00,cancelled,2026-07-18T12:00:02+00:00
ORD-034243,10,2,Wireless Mouse,peripherals,5,49.50,247.50,refunded,2026-07-18T12:06:54+00:00
ORD-034244,5,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,cancelled,2026-07-18T20:11:01+00:00
ORD-034245,6,3,27in 1440p Monitor,displays,5,319.99,1599.95,completed,2026-07-18T13:25:37+00:00
ORD-034246,9,6,Desk Speakers Pair,audio,3,89.00,267.00,cancelled,2026-07-18T05:49:22+00:00
ORD-034247,5,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,cancelled,2026-07-18T18:45:21+00:00
ORD-034248,9,5,Over-ear Headphones,audio,4,199.95,799.80,cancelled,2026-07-18T18:11:37+00:00
ORD-034249,9,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,pending,2026-07-18T02:52:34+00:00
ORD-034250,7,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,cancelled,2026-07-18T15:53:08+00:00
ORD-034251,9,6,Desk Speakers Pair,audio,5,89.00,445.00,completed,2026-07-18T23:03:27+00:00
ORD-034252,8,2,Wireless Mouse,peripherals,5,49.50,247.50,refunded,2026-07-18T15:36:40+00:00
ORD-034253,8,2,Wireless Mouse,peripherals,2,49.50,99.00,pending,2026-07-18T20:09:35+00:00
ORD-034254,2,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-07-18T15:57:13+00:00
ORD-034255,1,5,Over-ear Headphones,audio,1,199.95,199.95,completed,2026-07-18T20:08:54+00:00
ORD-034256,2,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,completed,2026-07-18T01:20:35+00:00
ORD-034257,10,6,Desk Speakers Pair,audio,1,89.00,89.00,completed,2026-07-18T10:56:08+00:00
ORD-034258,3,3,27in 1440p Monitor,displays,3,319.99,959.97,cancelled,2026-07-18T10:05:05+00:00
ORD-034259,1,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,pending,2026-07-18T06:28:12+00:00
ORD-034260,2,5,Over-ear Headphones,audio,4,199.95,799.80,pending,2026-07-18T02:08:31+00:00
ORD-034261,2,8,Ergonomic Chair,furniture,1,612.75,612.75,cancelled,2026-07-18T23:39:39+00:00
ORD-034262,6,6,Desk Speakers Pair,audio,3,89.00,267.00,pending,2026-07-18T03:58:56+00:00
ORD-034263,8,8,Ergonomic Chair,furniture,4,612.75,2451.00,pending,2026-07-18T07:45:39+00:00
ORD-034264,4,7,Standing Desk 120cm,furniture,5,449.00,2245.00,completed,2026-07-18T06:21:17+00:00
