order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-037030,8,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,refunded,2026-07-19T17:07:38+00:00
ORD-037031,4,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,pending,2026-07-19T06:21:56+00:00
ORD-037032,5,6,Desk Speakers Pair,audio,1,89.00,89.00,completed,2026-07-19T17:15:08+00:00
ORD-037033,10,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,pending,2026-07-19T09:46:52+00:00
ORD-037034,10,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,pending,2026-07-19T23:21:29+00:00
ORD-037035,8,2,Wireless Mouse,peripherals,1,49.50,49.50,cancelled,2026-07-19T15:22:49+00:00
ORD-037036,9,8,Ergonomic Chair,furniture,5,612.75,3063.75,completed,2026-07-19T14:01:25+00:00
ORD-037037,3,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,refunded,2026-07-19T14:44:48+00:00
ORD-037038,4,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,refunded,2026-07-19T05:14:34+00:00
ORD-037039,3,3,27in 1440p Monitor,displays,3,319.99,959.97,refunded,2026-07-19T02:21:03+00:00
ORD-037040,4,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,cancelled,2026-07-19T18:16:01+00:00
ORD-037041,1,7,Standing Desk 120cm,furniture,5,449.00,2245.00,completed,2026-07-19T11:41:13+00:00
ORD-037042,2,8,Ergonomic Chair,furniture,5,612.75,3063.75,completed,2026-07-19T04:14:25+00:00
ORD-037043,6,3,27in 1440p Monitor,displays,4,319.99,1279.96,cancelled,2026-07-19T15:53:18+00:00
ORD-037044,10,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,refunded,2026-07-19T08:39:30+00:00
ORD-037045,9,8,Ergonomic Chair,furniture,4,612.75,2451.00,pending,2026-07-19T07:02:02+00:00
ORD-037046,9,5,Over-ear Headphones,audio,4,199.95,799.80,completed,2026-07-19T01:45:03+00:00
ORD-037047,7,5,Over-ear Headphones,audio,3,199.95,599.85,completed,2026-07-19T21:34:47+00:00
ORD-037048,7,10,Laptop Stand Aluminium,accessories,5,27.50,137.50,cancelled,2026-07-19T04:08:19+00:00
ORD-037049,5,2,Wireless Mouse,peripherals,2,49.50,99.00,pending,2026-07-19T21:07:44+00:00
ORD-037050,3,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,cancelled,2026-07-19T00:39:45+00:00
ORD-037051,3,5,Over-ear Headphones,audio,3,199.95,599.85,completed,2026-07-19T06:07:40+00:00
ORD-037052,5,2,Wireless Mouse,peripherals,1,49.50,49.50,cancelled,2026-07-19T05:43:05+00:00
ORD-037053,3,5,Over-ear Headphones,audio,2,199.95,399.90,refunded,2026-07-19T18:46:48+00:00
ORD-037054,2,8,Ergonomic Chair,furniture,5,612.75,3063.75,completed,2026-07-19T21:28:39+00:00
ORD-037055,8,6,Desk Speakers Pair,audio,5,89.00,445.00,completed,2026-07-19T14:57:29+00:00
ORD-037056,4,3,27in 1440p Monitor,displays,1,319.99,319.99,pending,2026-07-19T05:30:42+00:00
ORD-037057,1,6,Desk Speakers Pair,audio,4,89.00,356.00,refunded,2026-07-19T05:34:14+00:00
ORD-037058,1,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,completed,2026-07-19T23:34:33+00:00
ORD-037059,1,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,cancelled,2026-07-19T04:48:18+00:00
ORD-037060,7,7,Standing Desk 120cm,furniture,2,449.00,898.00,pending,2026-07-19T00:25:49+00:00
ORD-037061,4,8,Ergonomic Chair,furniture,2,612.75,1225.50,pending,2026-07-19T16:30:37+00:00
ORD-037062,2,4,34in Ultrawide Monitor,displays,3,579.00,1737.00,pending,2026-07-19T04:16:52+00:00
ORD-037063,8,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,refunded,2026-07-19T07:01:55+00:00
ORD-037064,10,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,completed,2026-07-19T21:54:14+00:00
ORD-037065,8,6,Desk Speakers Pair,audio,3,89.00,267.00,completed,2026-07-19T19:39:22+00:00
ORD-037066,5,9,USB-C Hub 8-in-1,accessories,4,39.99,159.96,pending,2026-07-19T04:35:04+00:00
ORD-037067,10,4,34in Ultrawide Monitor,displays,5,579.00,2895.00,completed,2026-07-19T17:30:58+00:00
ORD-037068,6,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,pending,2026-07-19T02:13:07+00:00
ORD-037069,9,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,refunded,2026-07-19T03:51:24+00:00
ORD-037070,7,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,completed,2026-07-19T08:21:54+00:00
ORD-037071,4,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,cancelled,2026-07-19T23:03:11+00:00
ORD-037072,8,4,34in Ultrawide Monitor,displays,1,579.00,579.00,cancelled,2026-07-19T12:07:15+00:00
ORD-037073,3,1,Mechanical Keyboard 75%,peripherals,4,129.00,516.00,completed,2026-07-19T23:00:36+00:00
ORD-037074,6,2,Wireless Mouse,peripherals,1,49.50,49.50,pending,2026-07-19T03:21:09+00:00
ORD-037075,4,5,Over-ear Headphones,audio,3,199.95,599.85,pending,2026-07-19T13:10:46+00:00
ORD-037076,8,6,Desk Speakers Pair,audio,2,89.00,178.00,cancelled,2026-07-19T10:15:48+00:00
ORD-037077,5,6,Desk Speakers Pair,audio,4,89.00,356.00,cancelled,2026-07-19T17:11:20+00:00
ORD-037078,10,2,Wireless Mouse,peripherals,4,49.50,198.00,completed,2026-07-19T07:46:30+00:00
ORD-037079,1,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-07-19T13:34:34+00:00
ORD-037080,2,3,27in 1440p Monitor,displays,3,319.99,959.97,cancelled,2026-07-19T15:59:30+00:00
ORD-037081,6,3,27in 1440p Monitor,displays,2,319.99,639.98,refunded,2026-07-19T07:21:18+00:00
ORD-037082,5,7,Standing Desk 120cm,furniture,5,449.00,2245.00,completed,2026-07-19T21:13:28+00:00
ORD-037083,7,7,Standing Desk 120cm,furniture,5,449.00,2245.00,completed,2026-07-19T00:32:53+00:00
ORD-037084,8,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,pending,2026-07-19T18:46:40+00:00
ORD-037085,2,8,Ergonomic Chair,furniture,2,612.75,1225.50,refunded,not-a-valid-date
ORD-037086,3,5,Over-ear Headphones,audio,3,199.95,599.85,completed,2026-07-19T07:09:32+00:00
ORD-037087,4,3,27in 1440p Monitor,displays,4,319.99,1279.96,completed,2026-07-19T13:03:06+00:00
ORD-037088,10,7,Standing Desk 120cm,furniture,5,449.00,2245.00,completed,2026-07-19T06:46:28+00:00
