order_id,customer_id,product_id,product_name,category,quantity,unit_price,amount,status,order_date
ORD-039596,8,3,27in 1440p Monitor,displays,2,319.99,639.98,completed,2026-07-20T17:38:47+00:00
ORD-039597,2,9,USB-C Hub 8-in-1,accessories,1,39.99,39.99,pending,2026-07-20T11:07:59+00:00
ORD-039598,1,5,Over-ear Headphones,audio,4,199.95,799.80,refunded,2026-07-20T14:32:27+00:00
ORD-039599,1,4,34in Ultrawide Monitor,displays,4,579.00,2316.00,cancelled,2026-07-20T21:18:55+00:00
ORD-039600,5,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,pending,2026-07-20T02:59:09+00:00
ORD-039601,1,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,cancelled,2026-07-20T10:25:08+00:00
ORD-039602,4,2,Wireless Mouse,peripherals,3,49.50,148.50,completed,2026-07-20T21:17:03+00:00
ORD-039603,1,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,cancelled,2026-07-20T07:31:39+00:00
ORD-039604,8,6,Desk Speakers Pair,audio,1,89.00,89.00,pending,2026-07-20T18:21:53+00:00
ORD-039605,2,8,Ergonomic Chair,furniture,4,612.75,2451.00,cancelled,2026-07-20T07:01:46+00:00
ORD-039606,10,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,cancelled,2026-07-20T01:16:47+00:00
ORD-039607,3,9,USB-C Hub 8-in-1,accessories,2,39.99,79.98,cancelled,2026-07-20T05:50:53+00:00
ORD-039608,5,1,Mechanical Keyboard 75%,peripherals,1,129.00,129.00,refunded,2026-07-20T23:06:00+00:00
ORD-039609,5,5,Over-ear Headphones,audio,1,199.95,199.95,pending,2026-07-20T04:34:16+00:00
ORD-039610,9,8,Ergonomic Chair,furniture,1,612.75,612.75,refunded,2026-07-20T17:35:51+00:00
ORD-039611,4,3,27in 1440p Monitor,displays,1,319.99,319.99,cancelled,2026-07-20T22:59:28+00:00
ORD-039612,7,6,Desk Speakers Pair,audio,1,89.00,89.00,completed,2026-07-20T09:16:12+00:00
ORD-039613,3,8,Ergonomic Chair,furniture,3,612.75,1838.25,cancelled,2026-07-20T00:52:11+00:00
ORD-039614,3,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,cancelled,2026-07-20T00:24:09+00:00
ORD-039615,6,2,Wireless Mouse,peripherals,2,49.50,99.00,pending,2026-07-20T13:34:40+00:00
ORD-039616,4,10,Laptop Stand Aluminium,accessories,1,27.50,27.50,completed,2026-07-20T11:16:55+00:00
ORD-039617,10,7,Standing Desk 120cm,furniture,5,449.00,2245.00,completed,2026-07-20T03:13:25+00:00
ORD-039618,1,7,Standing Desk 120cm,furniture,5,449.00,2245.00,cancelled,2026-07-20T04:38:24+00:00
ORD-039619,9,9,USB-C Hub 8-in-1,accessories,5,39.99,199.95,refunded,2026-07-20T02:06:55+00:00
ORD-039620,9,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,pending,2026-07-20T19:09:13+00:00
ORD-039621,7,5,Over-ear Headphones,audio,2,199.95,399.90,completed,2026-07-20T22:02:17+00:00
ORD-039622,4,6,Desk Speakers Pair,audio,5,89.00,445.00,refunded,2026-07-20T02:42:07+00:00
ORD-039623,4,4,34in Ultrawide Monitor,displays,2,579.00,1158.00,refunded,2026-07-20T09:06:46+00:00
ORD-039624,10,1,Mechanical Keyboard 75%,peripherals,3,129.00,387.00,cancelled,2026-07-20T06:23:22+00:00
ORD-039625,5,5,Over-ear Headphones,audio,2,199.95,399.90,pending,2026-07-20T19:50:23+00:00
ORD-039626,6,3,27in 1440p Monitor,displays,1,319.99,319.99,pending,2026-07-20T16:34:33+00:00
ORD-039627,2,10,Laptop Stand Aluminium,accessories,2,27.50,55.00,completed,2026-07-20T09:28:33+00:00
ORD-039628,1,10,Laptop Stand Aluminium,accessories,4,27.50,110.00,refunded,2026-07-20T23:04:27+00:00
ORD-039629,2,6,Desk Speakers Pair,audio,2,89.00,178.00,pending,2026-07-20T13:06:10+00:00
